collection_name,dataset_name,Seed,affiliation_f1,affiliation_f1_gt_contamination,roc_vus,pr_vus,fbeta,fbeta_05,fbeta_2,Time fit (s),Time predict (s),Peak memory fit (KiB),Peak memory predict (KiB)
Demo,Demo1,0.0,0.9771689497716896,0.9987876705245212,0.9974224920120544,0.9912844292581404,0.4946236559139785,0.3795379537953795,0.7098765432098766,0.66233,0.65132,1770.31934,1585.94141
Demo,Demo2,0.0,0.6668299182808402,0.9995469277595004,0.9986022728655444,0.9890335305577588,0.0376124284546197,0.023844080447854,0.0890092879256965,0.32988,0.34714,2739.00977,2715.91797
Demo,Demo3,0.0,0.9723725327630582,0.9794250674603012,0.9922280445953244,0.904476625140027,0.546419098143236,0.4694621695533272,0.6535532994923858,0.37365,0.40445,2739.00977,2715.91797
Demo,Demo4,0.0,0.9700542624952648,0.9707646928921094,0.9886859302067642,0.9267940728514704,0.5405405405405405,0.4880212954747115,0.605726872246696,0.34972,0.40638,2739.00977,2715.91797
Dodgers,101-freeway-traffic,0.0,0.7101582071614025,0.7101582071614025,0.5679459267517123,0.5783012919448404,0.2003856316503606,0.135416867748972,0.3851855919174171,47.1063,50.122,2137873.9082,2137112.14648
IOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,0.0,0.7348062516817406,0.4965701815467189,0.9167763181005854,0.348063237230121,0.1326315789473684,0.0878171173682743,0.2708512467755804,0.55716,0.75301,10207.70508,9951.16016
IOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,0.0,0.4702066054786013,0.21325898971437,0.8333085732440552,0.5770095951631828,0.1880184331797235,0.1370231058570661,0.2994715208455666,0.53639,0.76813,10207.63477,9951.16016
IOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,0.0,0.7956023520673589,0.658674862250751,0.9866665758201342,0.7907792584961031,0.2482758620689655,0.1711026615969581,0.4522613065326633,0.677,0.89232,10303.56836,8624.66797
IOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,0.0,0.618511536571918,0.1984061502889449,0.8866821268290823,0.3348664363872961,0.1536723163841807,0.1076289965178854,0.2685624012638231,0.75508,0.6976,10300.05859,8581.62109
IOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,0.0,0.6320019996052317,0.4414166083284913,0.8835469955338103,0.4787876001277799,0.1470355731225296,0.1033563014003111,0.2546549835706462,0.78966,0.99531,12961.63086,12227.84766
IOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,0.0,0.9134946282851856,0.3329408684450198,0.964588691595344,0.497784557773743,0.1297872340425531,0.085266983505731,0.2715939447907391,0.65624,0.83552,10207.63477,9951.16016
IOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,0.0,0.7740601097008861,0.4518875046584396,0.836094909430991,0.5246288477491123,0.207035175879397,0.141795154185022,0.383469843633656,0.56615,0.81511,10207.63477,9951.16016
KDD-TSAD,001_UCR_Anomaly_DISTORTED1sddb40,0.0,0.7570646723270575,0.8599503026815644,0.8321277612794263,0.3404842367799192,0.1013953488372093,0.0669944683466502,0.2084130019120459,5.74951,17.88822,40878.30664,90948.08203
KDD-TSAD,002_UCR_Anomaly_DISTORTED2sddb40,0.0,0.778026923864945,0.7178149870667325,0.6230075536830353,0.0141367494993245,0.0163835682447897,0.0105250123823675,0.0369525051624823,5.92189,18.66907,40878.30664,91183.05078
