timestamp,value,is_anomaly
0,10.958968842126804,0.0
1,10.870688257987391,0.0
2,10.921713813798096,0.0
3,10.978978096702631,0.0
4,10.770385180164556,0.0
5,10.735011067536444,0.0
6,10.878580593743276,0.0
7,10.757366631402643,0.0
8,10.591495012174573,0.0
9,10.648506099253044,0.0
10,10.501843565883656,0.0
11,10.453820340218979,0.0
12,10.475220849649478,0.0
13,10.208906785705569,0.0
14,10.175692127375678,0.0
15,10.238807176471141,0.0
16,10.13967521673818,0.0
17,10.217546233419542,0.0
18,10.039895819639666,0.0
19,9.933632771173789,0.0
20,10.165357048407444,0.0
21,9.940084360014888,0.0
22,9.913402276236857,0.0
23,9.708456238132792,0.0
24,9.741244081912953,0.0
25,9.7521696889645,0.0
26,9.572188978827665,0.0
27,9.672054358284838,0.0
28,9.522768598405849,0.0
29,9.503325443369025,0.0
30,9.423459555387787,0.0
31,9.621620446566077,0.0
32,9.389581169813626,0.0
33,9.241617160179459,0.0
34,9.388156398815084,0.0
35,9.144518208895157,0.0
36,9.250500438467414,0.0
37,8.99908595632129,0.0
38,9.030209535740177,0.0
39,9.15332662433547,0.0
40,9.180829303650778,0.0
41,9.100275398850755,0.0
42,9.0506185772939,0.0
43,9.0140728074634,0.0
44,8.881342402515356,0.0
45,8.945280485311628,0.0
46,8.962367802623813,0.0
47,9.108434977214255,0.0
48,9.034517947797545,0.0
49,8.824435844060046,0.0
50,9.036880534508397,0.0
51,8.972832964800075,0.0
52,8.953633181894773,0.0
53,9.095560874837938,0.0
54,9.1536035620567,0.0
55,9.162733723760095,0.0
56,9.007717611545672,0.0
57,9.085613903142105,0.0
58,9.177340942249671,0.0
59,9.27214503739522,0.0
60,9.159649783119166,0.0
61,9.224474842918557,0.0
62,9.170265855889188,0.0
63,9.201403095103089,0.0
64,9.44454010877044,0.0
65,9.543181495631464,0.0
66,9.446493155244744,0.0
67,9.601905469614442,0.0
68,9.587144338246683,0.0
69,9.53731211681656,0.0
70,9.690061609255205,0.0
71,9.86091410786488,0.0
72,9.757639106250199,0.0
73,9.972549693657676,0.0
74,9.609553926513605,0.0
75,10.009566593197018,0.0
76,9.992157783008171,0.0
77,10.009681211742278,0.0
78,10.104762177540897,0.0
79,9.95253218230248,0.0
80,10.184548166889652,0.0
81,10.29680219202355,0.0
82,10.462633255364791,0.0
83,10.315777713535415,0.0
84,10.338357985394927,0.0
85,10.419313384461478,0.0
86,10.609831745383635,0.0
87,10.598336020948722,0.0
88,10.557872573052943,0.0
89,10.705638316647141,0.0
90,10.705420658505323,0.0
91,10.831786633043219,0.0
92,10.701610412080502,0.0
93,10.773511204506086,0.0
94,10.798987827494713,0.0
95,10.721127318005808,0.0
96,10.923637698942654,0.0
97,10.943861099619689,0.0
98,10.939105092183645,0.0
99,10.933015821907082,0.0
100,10.829804524359785,0.0
101,10.941083560043277,0.0
102,10.957585364148587,0.0
103,10.917212602045248,0.0
104,10.983752467736359,0.0
105,11.039576340933515,0.0
106,11.183931804570651,0.0
107,11.005776853957677,0.0
108,11.003965906619445,0.0
109,10.9575758571153,0.0
110,10.756912255853011,0.0
111,10.92691740804521,0.0
112,10.9134422858318,0.0
113,11.128734786631044,0.0
114,10.835385429836233,0.0
115,10.854294411503604,0.0
116,10.78758989557513,0.0
117,10.638622134709543,0.0
118,10.83182063646219,0.0
119,10.752519205877615,0.0
120,10.714082480116799,0.0
121,10.49969318656059,0.0
122,10.684703006260378,0.0
123,10.356314704965667,0.0
124,10.505697351128644,0.0
125,10.615160559969224,0.0
126,10.244916614279912,0.0
127,10.23411191825038,0.0
128,10.246562183324693,0.0
129,10.13135935084716,0.0
130,9.971177908011393,0.0
131,10.07724010443413,0.0
132,9.908071221302027,0.0
133,10.005533559022592,0.0
134,9.810236403047,0.0
135,10.00148499912965,0.0
136,9.712962646451485,0.0
137,9.704535865247461,0.0
138,9.764377271052544,0.0
139,9.507221394905452,0.0
140,9.601500948635952,0.0
141,9.659243646938117,0.0
142,9.319041006301042,0.0
143,9.451151789228847,0.0
144,9.413363280611435,0.0
145,9.422174186935656,0.0
146,9.178980722445939,0.0
147,9.131511202819851,0.0
148,9.278952526702394,0.0
149,9.222094726106846,0.0
150,9.185628085582758,0.0
151,9.166051069008605,0.0
152,9.036968048032175,0.0
153,9.104580282157647,0.0
154,9.089941081815955,0.0
155,8.971437433911104,0.0
156,9.214704550628303,0.0
157,9.06382715903278,0.0
158,8.88872934060532,0.0
159,9.068056978140149,0.0
160,8.902618678442398,0.0
161,9.079631128806323,0.0
162,9.120766010510152,0.0
163,8.929957413782223,0.0
164,9.118595428740045,0.0
165,9.07684881567581,0.0
166,9.134128435897743,0.0
167,9.260940682784035,0.0
168,9.068987870710066,0.0
169,9.04327454181407,0.0
170,9.057595214909357,0.0
171,9.09555324817873,0.0
172,9.20260446615646,0.0
173,9.280098389671634,0.0
174,9.311696634960846,0.0
175,9.40704617773378,0.0
176,9.36805729384921,0.0
177,9.556535029247739,0.0
178,9.430995744310989,0.0
179,9.777467618049307,0.0
180,9.617564969688155,0.0
181,9.520232154798553,0.0
182,9.551049942446326,0.0
183,9.759654874011229,0.0
184,9.743239110765044,0.0
185,9.891901805110953,0.0
186,9.923307459912115,0.0
187,9.924573506993001,0.0
188,9.903264438778336,0.0
189,9.89258448790954,0.0
190,10.05540425868122,0.0
191,10.24136691431518,0.0
192,10.232317014894845,0.0
193,10.140849825986274,0.0
194,10.336421544652577,0.0
195,10.410309485261385,0.0
196,10.334894876127274,0.0
197,10.488822301264449,0.0
198,10.527948055444446,0.0
199,10.454862392694162,0.0
200,10.650177050940785,0.0
201,10.713779771725488,0.0
202,10.807237117274626,0.0
203,10.843340629286633,0.0
204,10.636896702220083,0.0
205,10.715143486762788,0.0
206,10.892143049857546,0.0
207,10.921082906086568,0.0
208,10.947533543638789,0.0
209,11.30480311931841,0.0
210,10.997222898625054,0.0
211,11.071332050828381,0.0
212,11.067799477882057,0.0
213,11.04909833913761,0.0
214,10.960891876006048,0.0
215,11.073648327927414,0.0
216,10.922657706439324,0.0
217,10.975296509150903,0.0
218,10.946332507578857,0.0
219,10.99581206795958,0.0
220,11.208734427017065,0.0
221,10.777106722745854,0.0
222,11.015987020976102,0.0
223,10.766632164892599,0.0
224,10.858329612879109,0.0
225,10.989183723411399,0.0
226,10.858708856132287,0.0
227,10.713813142111725,0.0
228,10.716775300177042,0.0
229,10.820499649752701,0.0
230,10.64136626131933,0.0
231,10.695660843469106,0.0
232,10.636060495993732,0.0
233,10.521841820894052,0.0
234,10.755045242630624,0.0
235,10.555988194336711,0.0
236,10.240475385746738,0.0
237,10.410632626117298,0.0
238,10.27357099831983,0.0
239,10.371684922007056,0.0
240,10.15297891866026,0.0
241,10.165815023033158,0.0
242,10.172286456492065,0.0
243,10.152478572317573,0.0
244,9.889781084653542,0.0
245,9.920237361928901,0.0
246,9.850215639189994,0.0
247,9.776722233635597,0.0
248,9.963443230925762,0.0
249,9.77291008496832,0.0
250,9.552680760262692,0.0
251,9.717924748347599,0.0
252,9.786901559513053,0.0
253,9.627819960676215,0.0
254,9.324021939384568,0.0
255,9.380572214490154,0.0
256,9.510522582153687,0.0
257,9.269841832100962,0.0
258,9.343845687879172,0.0
259,9.337989414369986,0.0
260,9.131225211075249,0.0
261,9.183803303282195,0.0
262,8.834019658274265,0.0
263,9.026750751485014,0.0
264,9.077719633069016,0.0
265,8.954811465780573,0.0
266,9.222344341619495,0.0
267,8.898567142655141,0.0
268,8.983074752280274,0.0
269,9.028716724595526,0.0
270,9.151435042122692,0.0
271,8.858514387221739,0.0
272,9.116354116374424,0.0
273,9.002148935579921,0.0
274,8.907209974399041,0.0
275,9.058940374073368,0.0
276,9.043115941125896,0.0
277,8.976745965625007,0.0
278,9.060340561991753,0.0
279,9.034404430923098,0.0
280,9.106784019589025,0.0
281,9.18699202081485,0.0
282,9.307497613103724,0.0
283,9.055913076662181,0.0
284,9.426381333359856,0.0
285,9.053732072980893,0.0
286,9.271991689014449,0.0
287,9.386477297659667,0.0
288,9.398338642594481,0.0
289,9.35254767525775,0.0
290,9.440427406279552,0.0
291,9.460059104955004,0.0
292,9.500088234437962,0.0
293,9.695039886659597,0.0
294,9.698064780010215,0.0
295,9.646419675374487,0.0
296,9.859913784312567,0.0
297,9.855651756041848,0.0
298,9.96172767138149,0.0
299,9.99930071246264,0.0
300,9.909535287077036,0.0
301,9.992537481035532,0.0
302,10.179252750194111,0.0
303,10.22119888140428,0.0
304,10.213205511713543,0.0
305,10.281483857359401,0.0
306,10.451123106244474,0.0
307,10.316786121268207,0.0
308,10.482055094009874,0.0
309,10.457181677405439,0.0
310,10.504184181529526,0.0
311,10.682724139757516,0.0
312,10.70047727836257,0.0
313,10.74242876206594,0.0
314,10.832684865026911,0.0
315,10.743084213071933,0.0
316,10.845691228091159,0.0
317,10.78053156998194,0.0
318,10.875480082324838,0.0
319,10.858897961084832,0.0
320,10.90771340164332,0.0
321,10.980801522973334,0.0
322,10.859832916997071,0.0
323,11.168295846826586,0.0
324,10.872835652258315,0.0
325,10.86333162715019,0.0
326,11.10877185458682,0.0
327,11.077208626719939,0.0
328,11.06239122897296,0.0
329,11.061599885110189,0.0
330,10.9931797656674,0.0
331,10.897184877018603,0.0
332,10.983887016662123,0.0
333,10.894910422859027,0.0
334,11.043425490786866,0.0
335,10.911514253702194,0.0
336,10.821058349260758,0.0
337,10.846010411736348,0.0
338,10.891216136354055,0.0
339,10.762646535161766,0.0
340,10.703312329331109,0.0
341,10.77394335304897,0.0
342,10.735749740988682,0.0
343,10.619996153440091,0.0
344,10.580910770092034,0.0
345,10.606564932695548,0.0
346,10.392058752708435,0.0
347,10.347936459455584,0.0
348,10.367114289486269,0.0
349,10.366506770017718,0.0
350,10.366612946330848,0.0
351,10.429671329777122,0.0
352,10.313626216221527,0.0
353,10.156872989046583,0.0
354,10.115427128721276,0.0
355,9.961168033065121,0.0
356,10.003468346553976,0.0
357,9.920335725336349,0.0
358,9.925515433445463,0.0
359,9.754898846679978,0.0
360,9.83444658798053,0.0
361,9.881361099648094,0.0
362,9.663643226721032,0.0
363,9.662147994037646,0.0
364,9.639639902552975,0.0
365,9.480505040287944,0.0
366,9.494548360722373,0.0
367,9.426573597883287,0.0
368,9.390067971763585,0.0
369,9.259937979644569,0.0
370,9.298716844412727,0.0
371,9.307309898847956,0.0
372,9.3662081613109,0.0
373,9.283058844891777,0.0
374,9.371049210643848,0.0
375,9.050255591851677,0.0
376,9.188232533600306,0.0
377,9.09617742151622,0.0
378,9.276571859949149,0.0
379,8.959479488745693,0.0
380,8.94207874277943,0.0
381,8.954922057543502,0.0
382,8.794386187094128,0.0
383,8.949244213684759,0.0
384,8.924095540757197,0.0
385,9.01638811728771,0.0
386,9.040010886664552,0.0
387,9.2010714056443,0.0
388,9.11922421379701,0.0
389,8.980293647320725,0.0
390,8.964975914451335,0.0
391,9.123820813496886,0.0
392,8.96533281298894,0.0
393,9.306073359671554,0.0
394,9.26920638464651,0.0
395,9.135353957436928,0.0
396,9.044543774644476,0.0
397,9.387300900572555,0.0
398,9.278873235845314,0.0
399,9.454758494330374,0.0
400,9.21429174388838,0.0
401,9.358527934261193,0.0
402,9.465553072206612,0.0
403,9.517975651455739,0.0
404,9.518053533038874,0.0
405,9.676504301722641,0.0
406,9.559832038047583,0.0
407,9.705781423161996,0.0
408,9.786356407632857,0.0
409,9.880789267083479,0.0
410,9.95606312094325,0.0
411,9.828356333216362,0.0
412,9.843514501276275,0.0
413,10.180808662516164,0.0
414,10.142220318351013,0.0
415,10.089744790587257,0.0
416,10.374794556599879,0.0
417,10.28564055652729,0.0
418,10.445532977301715,0.0
419,10.386853038071841,0.0
420,10.637476264619828,0.0
421,10.65687654930307,0.0
422,10.504870396366949,0.0
423,10.673679026952449,0.0
424,10.68599810271077,0.0
425,10.801304099114308,0.0
426,10.608835466928342,0.0
427,10.812597433481757,0.0
428,10.886154988861156,0.0
429,10.638300182089772,0.0
430,10.727144514466756,0.0
431,10.670179417085494,0.0
432,10.873040038159635,0.0
433,10.994777313094469,0.0
434,11.093392834340449,0.0
435,10.967728884778149,0.0
436,11.137317398809504,0.0
437,10.847511753803467,0.0
438,10.82314446123402,0.0
439,10.992758407545692,0.0
440,11.03840464113383,0.0
441,10.995262677816322,0.0
442,10.787175755584295,0.0
443,10.977264063570745,0.0
444,10.844877908380315,0.0
445,11.028367783929628,0.0
446,10.98110677770887,0.0
447,10.830529570442753,0.0
448,10.850288420171585,0.0
449,10.770070262913435,0.0
450,10.841280074258322,0.0
451,10.911948072744257,0.0
452,10.684174617165683,0.0
453,10.796998920956302,0.0
454,10.655063134868614,0.0
455,10.588065145839755,0.0
456,10.613810185738767,0.0
457,10.476182023174028,0.0
458,10.477707780431539,0.0
459,10.364971735288602,0.0
460,10.631391437944515,0.0
461,10.387234307651699,0.0
462,10.2613154161881,0.0
463,10.29922212780143,0.0
464,10.212252114201616,0.0
465,10.146344570086532,0.0
466,10.174284073816198,0.0
467,10.132688418250586,0.0
468,9.947778372884345,0.0
469,9.88713489352492,0.0
470,9.861273968166758,0.0
471,9.602999884002678,0.0
472,9.626611346908138,0.0
473,9.860455414272183,0.0
474,9.834772664001516,0.0
475,9.592919111095647,0.0
476,9.624229424093675,0.0
477,9.547815425131573,0.0
478,9.776218017335747,0.0
479,9.533602176858174,0.0
480,9.363989997284847,0.0
481,9.238328461771767,0.0
482,9.13243747177947,0.0
483,9.274855470638048,0.0
484,9.14264997947891,0.0
485,9.042298710938175,0.0
486,9.088675278679638,0.0
487,9.016653989622593,0.0
488,9.267756788714095,0.0
489,9.164279234262079,0.0
490,9.055301667048694,0.0
491,9.187051125749296,0.0
492,9.032779129162325,0.0
493,8.927971428232105,0.0
494,9.158576247709577,0.0
495,9.0554499678504,0.0
496,8.896275427877024,0.0
497,8.982558123609794,0.0
498,8.918767966449897,0.0
499,8.875918543138335,0.0
500,9.117791126195169,0.0
501,9.230161441132434,0.0
502,8.916436717407187,0.0
503,9.132637591247244,0.0
504,9.03423393247388,0.0
505,9.076381165705861,0.0
506,9.094406540970537,0.0
507,9.098465836036784,0.0
508,9.223504438810965,0.0
509,9.171806551253455,0.0
510,9.320544239483814,0.0
511,9.329297833055943,0.0
512,9.353347391317184,0.0
513,9.331368609698817,0.0
514,9.41115143090782,0.0
515,9.592744925910836,0.0
516,9.61719598244061,0.0
517,9.520611197051752,0.0
518,9.680764886172044,0.0
519,9.799472468204042,0.0
520,9.611763916054803,0.0
521,9.88810842488275,0.0
522,9.823101752505112,0.0
523,10.002364317087588,0.0
524,9.925091194882935,0.0
525,9.877037095650817,0.0
526,9.950698002440056,0.0
527,10.173830208306109,0.0
528,10.250030866044389,0.0
529,10.187957876377714,0.0
