collection_name,dataset_name,Seed,affiliation_f1,affiliation_f1_gt_contamination,roc_vus,pr_vus,fbeta,fbeta_05,fbeta_2,Time fit (s),Time predict (s),Peak memory fit (KiB),Peak memory predict (KiB)
Demo,Demo1,0.0,0.9771048937180672,0.9987876705245212,0.997851073949945,0.9891620984193272,0.4946236559139785,0.3795379537953795,0.7098765432098766,0.53153,0.71572,1152.62793,735.30859
Demo,Demo2,0.0,0.8814431713416421,0.9995469277595004,0.9975146171033092,0.979942443212396,0.3216783216783217,0.2286282306163022,0.5424528301886793,0.35505,0.97931,1697.9873,1233.52734
Demo,Demo3,0.0,0.9805290186189404,0.9803907065276302,0.9949145139265834,0.9343155573556824,0.7267904509283819,0.6244302643573383,0.8692893401015228,0.35893,0.99979,1697.94043,1233.52734
Demo,Demo4,0.0,0.9692578689108824,0.9697949525720562,0.9905890845594696,0.9281521470502369,0.5503685503685504,0.4968944099378882,0.6167400881057269,0.35891,1.00745,1697.94043,1233.52734
Dodgers,101-freeway-traffic,0.0,0.7219667605274218,0.7368234645856485,0.8249826105060494,0.5721759499111445,0.2977844536237326,0.307698277200062,0.2884895227008148,49.59626,527.17114,2153278.03906,25565.71875
IOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,0.0,0.8297034916591068,0.2124452042936924,0.8705367904368132,0.1936140944478927,0.1136842105263157,0.0752718148870922,0.232158211521926,0.57629,4.09673,6334.46387,4431.90625
IOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,0.0,0.5509532463926505,0.2723672530049089,0.8594041373761317,0.5525291650558528,0.1917050691244239,0.1397098334228909,0.3053435114503817,0.61049,3.73328,6334.4248,4431.90625
IOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,0.0,0.7734546020934965,0.6566760542788342,0.9493221665395096,0.5616774065463395,0.2275862068965516,0.1568441064638783,0.414572864321608,0.62627,21.9163,6391.36035,3841.52734
IOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,0.0,0.8623926278651565,0.4599065659960508,0.9582641107037086,0.7017471463232576,0.2508474576271187,0.1756885090218423,0.438388625592417,0.5799,18.01516,6389.27734,3822.52734
IOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,0.0,0.4481012877216915,0.2650002348218883,0.6950720797152646,0.1726476162427166,0.0237154150197628,0.0166703711935985,0.0410733844468784,0.9333,6.33231,7968.8916,5445.5
IOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,0.0,0.7293973308371613,0.4163635905956469,0.9184096823398438,0.2294226753543244,0.1212765957446808,0.0796757058987978,0.2537845057880676,0.55824,4.05717,6334.4248,4431.90625
IOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,0.0,0.5706240874630375,0.2167188159779204,0.8332326716332379,0.3198176142089871,0.1889447236180904,0.1294052863436123,0.3499627699180938,0.6034,4.91646,6334.4248,4431.90625
KDD-TSAD,001_UCR_Anomaly_DISTORTED1sddb40,0.0,0.7144174917234023,0.8475847618708721,0.7980571445327308,0.2631389602961662,0.0995348837209302,0.0657652120467117,0.2045889101338432,5.92579,293.56058,25353.13574,40492.17969
KDD-TSAD,002_UCR_Anomaly_DISTORTED2sddb40,0.0,0.7105705208718917,0.7129277483797776,0.5424157361294399,0.0063378151512199,0.012046741356463,0.0077389796929172,0.0271709596782958,6.51067,279.58444,25353.13574,40596.78906
KDD-TSAD,003_UCR_Anomaly_DISTORTED3sddb40,0.0,0.6913313739602458,0.4703182107517886,0.9356760727081852,0.0344722585851088,0.072289156626506,0.0464396284829721,0.1630434782608695,6.10596,305.0761,25353.13574,40596.28125
KDD-TSAD,004_UCR_Anomaly_DISTORTEDBIDMC1,0.0,0.8385779719941651,0.989333466048924,0.9344621118276482,0.7114507240479712,0.2307692307692307,0.1630434782608695,0.3947368421052631,0.37534,4.49171,1767.21777,5557.21875
KDD-TSAD,005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1,0.0,0.8372988983805102,0.8514784902400139,0.913892413385194,0.0329921763685054,0.0024390243902439,0.0015257857796765,0.0060753341433778,0.6236,4.26005,2876.72168,4127.21875
KDD-TSAD,006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2,0.0,0.8567097999833694,0.9998574304895252,0.9769989530651118,0.7367590073003387,0.0569395017793594,0.0363636363636363,0.1311475409836065,0.53895,4.27414,2876.72168,4127.21875
KDD-TSAD,007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3,0.0,0.8092138834050618,0.9999338102130868,0.9866604832863072,0.653654412645824,0.0569395017793594,0.0363636363636363,0.1311475409836065,0.63888,5.4379,2876.72168,4127.21875
KDD-TSAD,008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4,0.0,0.8555612887275101,0.811572981321211,0.9357350998103652,0.0877713144503388,0.1107266435986159,0.0722021660649819,0.2373887240356083,1.10418,5.38133,3059.65918,4137.94629
KDD-TSAD,009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5,0.0,0.8401146786311764,0.9992436490454164,0.9985329240759994,0.9172571575233552,0.1107266435986159,0.0722021660649819,0.2373887240356083,0.50354,5.13991,2876.76855,4127.21875
KDD-TSAD,010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6,0.0,0.8623720465871544,0.9937884799313704,0.9909598757768464,0.7038786593429468,0.1107266435986159,0.0722021660649819,0.2373887240356083,0.82307,5.54423,2876.72168,4127.21875
KDD-TSAD,011_UCR_Anomaly_DISTORTEDECG1,0.0,0.7527930679573541,0.8687003398266938,0.9866254466255412,0.6519119983140738,0.1818181818181818,0.1219512195121951,0.3571428571428571,0.91359,57.77207,7178.7373,15205.65625
KDD-TSAD,012_UCR_Anomaly_DISTORTEDECG2,0.0,0.711696776937311,0.90990440300375,0.9811240815226482,0.537051330651653,0.064516129032258,0.0413223140495867,0.1470588235294117,1.39332,90.49259,10650.41699,15205.65625
KDD-TSAD,013_UCR_Anomaly_DISTORTEDECG3,0.0,0.698228992484485,0.695915074372003,0.8423575149898508,0.3143842176940155,0.0483870967741935,0.03099173553719,0.1102941176470588,1.3103,52.01812,10650.41699,15205.65625
KDD-TSAD,014_UCR_Anomaly_DISTORTEDECG3,0.0,0.6883169035911713,0.8448266131953979,0.8015382140229557,0.3421301748655696,0.0470967741935483,0.0301652892561983,0.1073529411764705,0.52728,26.99948,5790.06543,15205.65625
KDD-TSAD,016_UCR_Anomaly_DISTORTEDECG4,0.0,0.6860153930357217,0.9718533741493472,0.9816695706418004,0.7492512198794485,0.118125,0.0774590163934426,0.2486842105263157,0.27292,18.87051,3571.05762,15205.65625
KDD-TSAD,017_UCR_Anomaly_DISTORTEDECG4,0.0,0.721029615497165,0.9995628996783816,0.9708347041030192,0.7460081689060629,0.064516129032258,0.0413223140495867,0.1470588235294117,0.26965,17.0971,3571.05762,15205.65625
KDD-TSAD,018_UCR_Anomaly_DISTORTEDECG4,0.0,0.7138800092004238,0.8821836140390101,0.8597075130096428,0.4286203640257901,0.0496774193548387,0.0318181818181818,0.113235294117647,0.54085,25.3227,5790.06543,15205.65625
KDD-TSAD,019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1,0.0,0.6341240909424974,0.9683938738433384,0.7964291644922562,0.3928606605604043,0.040192926045016,0.0258051197357555,0.0908430232558139,0.23472,5.08672,3571.05762,6065.03125
KDD-TSAD,020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2,0.0,0.7829318842504616,0.9407090421855064,0.8586411271631275,0.6422483127699298,0.2094833687190375,0.1476161978854977,0.3606237816764132,0.24426,5.33119,3571.05762,6065.03125
KDD-TSAD,021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3,0.0,0.6768176803621552,0.9995704569000436,0.9902755791367592,0.9234419268694,0.072289156626506,0.0464396284829721,0.1630434782608695,0.24383,5.02784,3571.05762,6065.03125
KDD-TSAD,022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4,0.0,0.7411607520672829,0.999868628440744,0.9587473623890984,0.8447807961663141,0.1790591805766312,0.1199674664497763,0.3528708133971291,0.53402,4.5277,2876.72168,6065.03125
KDD-TSAD,023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5,0.0,0.7952224798433505,0.9967452902488644,0.9974632266639516,0.8816747522209334,0.1595092024539877,0.1060358890701468,0.3217821782178218,0.26087,5.9119,3571.05762,6065.03125
KDD-TSAD,024_UCR_Anomaly_DISTORTEDInternalBleeding10,0.0,0.8111148108961654,0.6699088646168265,0.98611581413835,0.3464977905565403,0.0768245838668373,0.049439683586025,0.1722158438576349,0.52526,2.64925,2253.25293,3784.02734
KDD-TSAD,025_UCR_Anomaly_DISTORTEDInternalBleeding14,0.0,0.8219583823530412,0.999212152764764,0.9980602231523394,0.9492332010906728,0.0694087403598971,0.044539755856153,0.1571594877764842,0.33963,3.03896,1975.51855,3784.02734
KDD-TSAD,026_UCR_Anomaly_DISTORTEDInternalBleeding15,0.0,0.8656060431340894,0.9470890692905763,0.9285964931623388,0.6525926247402078,0.3651987110633727,0.2644679527069072,0.5898681471200555,0.23478,2.73865,1177.74902,3834.02734
KDD-TSAD,027_UCR_Anomaly_DISTORTEDInternalBleeding16,0.0,0.71069951562409,0.9975996785888924,0.9895235392469772,0.6481802133593443,0.0314547837483617,0.019893899204244,0.0750938673341677,0.17215,2.12936,830.58105,3784.02734
KDD-TSAD,028_UCR_Anomaly_DISTORTEDInternalBleeding17,0.0,0.7569020252607453,0.9855490896878928,0.9559486624788848,0.7669614693084336,0.2578397212543554,0.1783992285438765,0.464824120603015,0.36197,3.24055,1291.25293,3790.60254
