collection_name,dataset_name,Seed,affiliation_f1,affiliation_f1_gt_contamination,roc_vus,pr_vus,fbeta,fbeta_05,fbeta_2,Time fit (s),Time predict (s),Peak memory fit (KiB),Peak memory predict (KiB)
Demo,Demo1,0.0,0.9771422607243502,0.999627201593974,0.9950713621805464,0.9895678310669,0.4946236559139785,0.3795379537953795,0.7098765432098766,0.46886,0.06962,1696.84766,1081.10645
Demo,Demo2,0.0,0.7135642478063869,0.9966070492527852,0.9920572043522612,0.9412884549489052,0.3216783216783217,0.2286282306163022,0.5424528301886793,0.70755,0.05634,2424.96777,1883.50781
Demo,Demo3,0.0,0.9821251175492132,0.9886618589149676,0.9905069525063054,0.956758759556534,0.7267904509283819,0.6244302643573383,0.8692893401015228,0.74259,0.1235,2399.37598,1883.50781
Demo,Demo4,0.0,0.910109383731754,0.9769575229618508,0.9514891799942776,0.7852037906349005,0.5847665847665847,0.5279503105590062,0.6552863436123348,0.56769,0.05565,2425.72949,1883.50781
Dodgers,101-freeway-traffic,0.0,0.7067881004691757,0.7042805869453242,0.8182623076958199,0.5761593055554541,0.2709350356740518,0.2799549899115319,0.2624781722933644,2.25424,2.03974,40659.96094,39786.54688
IOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,0.0,0.4335617933023662,0.2131519633054298,0.7807118997635945,0.1370921725590241,0.0210526315789473,0.0139392249790911,0.0429922613929492,0.91884,0.3581,7620.02051,7017.14844
IOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,0.0,0.4144044233388634,0.1833550730153805,0.7912382262558053,0.4522415127277335,0.1271889400921659,0.0926921010209564,0.2025836758661185,0.92336,0.3869,7613.08008,7017.14844
IOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,0.0,0.809425490431575,0.9026274658103356,0.9056372466304746,0.5856978864391766,0.232183908045977,0.1600126742712294,0.4229480737018425,0.74896,0.33901,7556.55469,6080.75781
IOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,0.0,0.6742419619665321,0.4582005117049152,0.8714942362615488,0.4435253732069696,0.2485875706214689,0.1741057296612852,0.4344391785150078,0.93417,0.34252,7546.98145,6050.17969
IOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,0.0,0.4379140100500704,0.2163577398521727,0.5676862519807725,0.1602706412762315,0.058498023715415,0.0411202489442098,0.1013143483023001,0.97394,0.44612,9462.38281,8607.71094
IOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,0.0,0.4848563100183732,0.2790953751184192,0.5211304368986877,0.0521845295631794,0.002127659574468,0.0013978194017332,0.0044523597506678,0.94156,0.41376,7618.74121,7017.14844
IOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,0.0,0.5836752880765598,0.1347843893856067,0.7057769927268558,0.1728187340759151,0.1447236180904522,0.0991189427312775,0.2680565897244974,0.92291,0.39541,7584.66699,7017.14844
KDD-TSAD,001_UCR_Anomaly_DISTORTED1sddb40,0.0,0.6482137340532186,0.8155035358085111,0.7044947671007217,0.2327808246107377,0.0702325581395348,0.0464044253226797,0.144359464627151,1.52047,2.98358,28332.24121,62981.03906
KDD-TSAD,002_UCR_Anomaly_DISTORTED2sddb40,0.0,0.6230665876672049,0.6719866015567797,0.3806029292839687,0.0032362826100202,0.0,0.0,0.0,1.57583,2.71957,28331.66309,63143.58594
KDD-TSAD,003_UCR_Anomaly_DISTORTED3sddb40,0.0,0.6252346566708703,0.5406568125988309,0.5880093600879175,0.005777604223969,0.0077108433734939,0.004953560371517,0.017391304347826,1.56055,2.51291,28332.7334,63142.79688
KDD-TSAD,004_UCR_Anomaly_DISTORTEDBIDMC1,0.0,0.7689574702524578,0.9141593343821928,0.8584086412072471,0.3332442410326196,0.1984615384615384,0.1402173913043478,0.3394736842105263,0.76752,0.49995,2485.91309,8783.02344
KDD-TSAD,005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1,0.0,0.7868997894444455,0.85245600735159,0.3011187485105013,0.0065612166599154,0.0,0.0,0.0,0.81375,0.35416,3672.89746,6537.82031
KDD-TSAD,006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2,0.0,0.7998393426467699,0.8509261146418138,0.8187934123418373,0.0227776672588111,0.0,0.0,0.0,0.70209,0.23959,3676.33496,6537.82031
KDD-TSAD,007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3,0.0,0.7810012833736539,0.5847680642408944,0.3192086106174693,0.0082355865171542,0.0,0.0,0.0,0.81453,0.3585,3677.11621,6537.82031
KDD-TSAD,008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4,0.0,0.8285902614576054,0.8113285988528895,0.8011310986884235,0.0348790072266165,0.0761245674740484,0.049638989169675,0.1632047477744807,0.76419,0.37656,3772.37012,6540.10645
KDD-TSAD,009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5,0.0,0.8746447873991778,0.9657029361080914,0.9525604388828348,0.1451806580332076,0.0807381776239907,0.052647412755716,0.1730959446092977,0.62762,0.34324,3679.9248,6537.82031
KDD-TSAD,010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6,0.0,0.8027389708949021,0.775648736896374,0.8100793765131129,0.0306823483807106,0.0,0.0,0.0,0.82622,0.21644,3677.36426,6537.82031
KDD-TSAD,011_UCR_Anomaly_DISTORTEDECG1,0.0,0.7161145381790485,0.7472965339698878,0.8230077240823825,0.2123826562504963,0.1133333333333333,0.0760162601626016,0.2226190476190476,0.86271,1.0544,8470.24805,23923.64844
KDD-TSAD,012_UCR_Anomaly_DISTORTEDECG2,0.0,0.6908208941334161,0.6994504084040631,0.8180817234274627,0.0230502807549125,0.0393548387096774,0.0252066115702479,0.0897058823529411,0.83429,1.16418,12490.68652,23923.64844
KDD-TSAD,013_UCR_Anomaly_DISTORTEDECG3,0.0,0.7050626744710057,0.8243847368561181,0.2873423506770302,0.0036133057820139,0.0,0.0,0.0,1.04143,1.27644,12498.95508,23923.64844
KDD-TSAD,014_UCR_Anomaly_DISTORTEDECG3,0.0,0.687404537083948,0.6975798128228612,0.2858682754395497,0.0036356420360361,0.0,0.0,0.0,0.80791,0.96758,6868.78711,23923.64844
KDD-TSAD,016_UCR_Anomaly_DISTORTEDECG4,0.0,0.6822256394783233,0.5914874080472973,0.568087978069359,0.0114297961967067,0.0,0.0,0.0,0.7336,0.94928,4441.03516,23923.64844
KDD-TSAD,017_UCR_Anomaly_DISTORTEDECG4,0.0,0.6956394165285793,0.7284502970245934,0.4829984123823488,0.0049977589710646,0.0,0.0,0.0,0.5792,0.93319,4434.15918,23923.64844
KDD-TSAD,018_UCR_Anomaly_DISTORTEDECG4,0.0,0.683027657721883,0.7762399629835497,0.2862720269088669,0.0036519241755284,0.0,0.0,0.0,0.78741,1.00394,6868.10059,23923.64844
KDD-TSAD,019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1,0.0,0.6618881849748223,0.2471428650595733,0.5552793693135513,0.0199782031693973,0.0,0.0,0.0,0.82478,0.53505,4533.87012,9579.89844
KDD-TSAD,020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2,0.0,0.6764216810440001,0.7247531787818515,0.6159648774977702,0.0351104460941785,0.0778485491861288,0.0548573708358268,0.1340155945419103,0.83589,0.39421,4530.55371,9579.89844
KDD-TSAD,021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3,0.0,0.6576517885009352,0.3592235265880618,0.8861663390652051,0.0619936897957268,0.0562248995983935,0.0361197110423116,0.1268115942028985,0.85608,0.51054,4521.11621,9579.89844
KDD-TSAD,022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4,0.0,0.6554790252686323,0.756209234745623,0.7228515518577965,0.0972603626063412,0.1168437025796661,0.0782838552257015,0.2302631578947368,0.81521,0.3781,3720.80371,9579.89844
KDD-TSAD,023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5,0.0,0.7185404460449242,0.6979172373340436,0.9551968471989056,0.1374986885657271,0.1595092024539877,0.1060358890701468,0.3217821782178218,0.83876,0.36526,4524.40527,9579.89844
KDD-TSAD,024_UCR_Anomaly_DISTORTEDInternalBleeding10,0.0,0.6461199953866013,0.2252855437815392,0.6295118707100563,0.0195424461980762,0.0,0.0,0.0,0.80494,0.31134,3071.55371,5988.21875
KDD-TSAD,025_UCR_Anomaly_DISTORTEDInternalBleeding14,0.0,0.7089796001853825,0.702374924461581,0.8968836045389413,0.045010337589572,0.0694087403598971,0.044539755856153,0.1571594877764842,0.78318,0.32195,2728.91309,5988.21875
KDD-TSAD,026_UCR_Anomaly_DISTORTEDInternalBleeding15,0.0,0.7593259569810743,0.8589189109540301,0.5392701838309167,0.0466041733690535,0.1095596133190118,0.0793403858120721,0.1769604441360166,0.71342,0.25114,1841.9209,6068.6875
KDD-TSAD,027_UCR_Anomaly_DISTORTEDInternalBleeding16,0.0,0.6937120155226384,0.1243262598927503,0.9334777106699093,0.07741996599648,0.0314547837483617,0.019893899204244,0.0750938673341677,0.74768,0.33778,1445.96777,5988.21875
KDD-TSAD,028_UCR_Anomaly_DISTORTEDInternalBleeding17,0.0,0.6882036274011195,0.7392554132527558,0.5895438416293257,0.0272560106421726,0.0,0.0,0.0,0.57339,0.33474,1874.02344,5989.7002
KDD-TSAD,029_UCR_Anomaly_DISTORTEDInternalBleeding18,0.0,0.640055935828321,0.5773254582120593,0.4736716129850363,0.019696363638034,0.0,0.0,0.0,0.73583,0.34187,2335.66309,5987.41406
KDD-TSAD,030_UCR_Anomaly_DISTORTEDInternalBleeding19,0.0,0.6499086201542235,0.1210979632280082,0.9077810118258922,0.0608457767070807,0.0052631578947368,0.0033222591362126,0.0126582278481012,0.71421,0.31795,2904.00879,5987.41406
KDD-TSAD,031_UCR_Anomaly_DISTORTEDInternalBleeding20,0.0,0.7056974489560571,0.6833810148098833,0.7220403619942702,0.0609397713757219,0.1516483516483516,0.1091772151898734,0.2482014388489208,0.75329,0.31456,2667.5918,5987.41406
KDD-TSAD,032_UCR_Anomaly_DISTORTEDInternalBleeding4,0.0,0.708285507052334,0.7246302194125813,0.7878516241320264,0.2093449649524043,0.3464711274060494,0.2872340425531914,0.4364896073903002,0.72058,0.31142,1278.57715,5843.375
KDD-TSAD,033_UCR_Anomaly_DISTORTEDInternalBleeding5,0.0,0.6809037685372797,0.5073214299000075,0.6735415650265727,0.0458663212832708,0.0723684210526315,0.0525812619502868,0.1160337552742616,0.83501,0.32741,3733.05664,5919.01562
KDD-TSAD,034_UCR_Anomaly_DISTORTEDInternalBleeding6,0.0,0.7051623434582196,0.816911630920366,0.7271412233195472,0.3365246123642033,0.2128121606948968,0.1522211867039453,0.3535353535353535,0.73181,0.34464,1687.43164,6111.33594
KDD-TSAD,035_UCR_Anomaly_DISTORTEDInternalBleeding8,0.0,0.7031163479939735,0.6850052026580153,0.5772301310663801,0.027998283655455,0.0069767441860465,0.0048185030517185,0.012636899747262,0.76049,0.33395,2500.83203,5988.21875
KDD-TSAD,036_UCR_Anomaly_DISTORTEDInternalBleeding9,0.0,0.6604931055313005,0.6293070551775597,0.4145598069009978,0.0167605898816255,0.0,0.0,0.0,0.74822,0.28326,3885.26465,5988.21875
KDD-TSAD,037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1,0.0,0.7753835391006592,0.9999439993666313,0.9889881257803176,0.7953007872835411,0.0327761389708292,0.0207400033184005,0.078100593564511,0.73238,1.27135,4470.09277,23924.44531
KDD-TSAD,038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2,0.0,0.7276870525763288,0.6807424963197228,0.767414667581362,0.0216385955464894,0.0156606851549755,0.0099585062240663,0.0366412213740458,0.66566,0.89174,4470.30762,23883.80469
KDD-TSAD,039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3,0.0,0.7265135122892985,0.9999154101201816,0.9907058614513222,0.5098784782059069,0.0198347107438016,0.0124895920066611,0.0481540930979133,0.8294,1.05203,4458.99121,23883.80469
KDD-TSAD,040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4,0.0,0.8057243396161258,0.6796156111710953,0.4712748622848275,0.005897706434921,0.0,0.0,0.0,0.87403,1.09796,5273.96387,23976.24219
KDD-TSAD,041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5,0.0,0.7189556514227985,0.7751454422036985,0.770341105846857,0.3625530379960114,0.0501124317378734,0.0323329464433758,0.1113331430202683,0.91106,1.03714,6091.02637,23784.99219
KDD-TSAD,042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6,0.0,0.6118535569142256,0.4292400299117927,0.2677698666283877,0.0056330418682724,0.0,0.0,0.0,0.87578,1.2598,6095.37012,23811.28906
KDD-TSAD,043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris,0.0,0.704295211478358,0.3667477996469084,0.7322366730395073,0.0161618283005897,0.0,0.0,0.0,0.9361,1.08138,8510.74121,19673.91406
KDD-TSAD,044_UCR_Anomaly_DISTORTEDPowerDemand1,0.0,0.6026385928691567,0.577679160184008,0.3682593433618011,0.009189915340549,0.0,0.0,0.0,0.98051,1.31,7762.02637,23868.66406
